FECHA;PRECTOTCORR;ALLSKY_SFC_SW_DWN
20160119;0,04;20,68
20160120;0;21,69
20160121;0;21,31
20160122;0;21,18
20160123;0;21,45
20160124;0;21,53
20160125;0;20,61
20160126;0,01;21,83
20160127;0;22,02
20160128;0;21,96
20160129;0;21,91
20160130;0,02;21,75
20160131;0,02;20,4
20160201;0;22,25
20160202;0;22,09
20160203;0;22,18
20160204;0;22,53
20160205;0;21,92
20160206;0;21,72
20160207;0;22,19
20160208;0;22,7
20160209;0;22,47
20160210;0;22,81
20160211;0;22,79
20160212;0;20,08
20160213;0;20,3
20160214;0;19,08
20160215;0;20,49
20160216;0;22,37
20160217;0;20,48
20160218;0;21,74
20160219;0,03;19,55
20160220;0,31;19,2
20160221;0,82;23,26
20160222;0,07;23,13
20160223;0;22,59
20160224;0,01;23,22
20160225;0,89;22,05
20160226;0,36;21,99
20160227;0,01;23,67
20160228;0;23,02
20160229;0;19,16
20160301;0;19,21
20160302;0;20,64
20160303;0;22,68
20160304;0;20,64
20160305;0;22,43
20160306;0;22,54
20160307;0;21,41
20160308;0,01;23,12
20160309;0,02;22,49
20160310;2,15;22
20160311;0,21;17,24
20160312;0;22,34
20160313;0;19,92
20160314;0;21,69
20160315;0,03;20,53
20160316;0,06;21,39
20160317;0,16;21,76
20160318;0,1;17,83
20160319;0;23,24
20160320;0;23,96
20160321;0;22,83
20160322;0;19,98
20160323;0;23,54
20160324;0;23,65
20160325;0;24,76
20160326;0;23,1
20160327;0;21,74
20160328;0;22,78
20160329;0;22,35
20160330;0;23,17
20160331;0,47;19,86
20160401;1,28;20,73
20160402;1,39;18,1
20160403;1,92;20,06
20160404;0,01;23,09
20160405;0,17;20,59
20160406;0,16;18,27
20160407;0,01;17,39
20160408;0,06;17,38
20160409;0,02;16,07
20160410;0,12;24,6
20160411;0,04;24,55
20160412;0,53;24,24
20160413;0,64;22,15
20160414;0;21,27
20160415;0;20,47
20160416;0;21,53
20160417;3,31;18,49
20160418;4,38;15,93
20160419;0,74;18,11
20160420;0,83;14,95
20160421;0,35;17,73
20160422;0,09;14,6
20160423;0;16,72
20160424;0,02;15,01
20160425;5,54;19,09
20160426;1,11;20,9
20160427;0,51;21,29
20160428;6,84;17,13
20160429;2,32;12,33
20160430;2,62;20,55
20160501;1,14;15,91
20160502;7,81;14,14
20160503;3,25;21,63
20160504;0,22;20,18
20160505;0,05;24,05
20160506;1,91;22,52
20160507;2,59;20,73
20160508;0,11;13,49
20160509;7,16;18,05
20160510;3,05;9,9
20160511;0,05;19,83
20160512;0;20,62
20160513;0,15;19,38
20160514;0,03;18,43
20160515;0,1;22,33
20160516;0,06;22,27
20160517;0,2;21,62
20160518;7,95;20,87
20160519;0,45;23,59
20160520;0;24,38
20160521;0;24,69
20160522;0,47;23,52
20160523;2,9;21,84
20160524;1,26;21,46
20160525;0,41;14,84
20160526;0,78;16,2
20160527;0,09;15,64
20160528;0,3;19,2
20160529;0,1;13,01
20160530;1,63;16,48
20160531;0,59;17,36
20160601;1;13,34
20160602;12,32;19,19
20160603;1,93;19,1
20160604;0,13;23,59
20160605;0,01;25,19
20160606;0,27;23,89
20160607;0,13;11,72
20160608;0;16,89
20160609;0;22,16
20160610;0;22,41
20160611;2,7;24,95
20160612;2,65;19,61
20160613;4,36;21,07
20160614;3,23;19,16
20160615;0,52;19,81
20160616;0;25,49
20160617;0,04;24,74
20160618;0,75;23,86
20160619;1,3;22,08
20160620;11,74;13,72
20160621;1,92;16,98
20160622;0,41;24,24
20160623;0,54;22,81
20160624;0,68;21,63
20160625;3,41;18,52
20160626;0,24;19,1
20160627;0,1;24,27
20160628;0,07;23,94
20160629;0,02;19,64
20160630;0,17;15,87
20160701;0;22,29
20160702;0,18;16,42
20160703;0,08;19,8
20160704;0,17;25,16
20160705;1,7;16,48
20160706;0,57;17,24
20160707;0,02;22,84
20160708;0,62;25,04
20160709;0,34;24,39
20160710;0,13;18,14
20160711;0,21;21,02
20160712;0,04;20,7
20160713;0,13;19,66
20160714;3,94;17,35
20160715;5,46;15,28
20160716;0,61;14,12
20160717;0;23,65
20160718;0,04;24,11
20160719;0,01;21,35
20160720;0,28;21,43
20160721;1,44;23,74
20160722;0,83;23,48
20160723;0,21;23,36
20160724;0,13;19,29
20160725;0,07;18,74
20160726;0,01;24,47
20160727;0,06;23,89
20160728;1,03;20,65
20160729;0,06;15,5
20160730;0,04;16,36
20160731;0,81;22,56
20160801;1,39;22,59
20160802;0,8;22,94
20160803;0,48;22,44
20160804;0,27;19,67
20160805;0,46;21,89
20160806;1,25;22,83
20160807;0,3;24,47
20160808;0,02;23,38
20160809;0,05;24,22
20160810;0,08;20,08
20160811;3,57;20,15
20160812;1,82;15,08
20160813;0,07;20,78
20160814;1,27;24,97
20160815;0,62;24,24
20160816;0,03;20,23
20160817;0;25,63
20160818;0,1;24,64
20160819;0,17;22,82
20160820;0,05;23,27
20160821;0;24,25
20160822;0,08;23,23
20160823;0,18;24,16
20160824;0,64;22,6
20160825;0,42;13,82
20160826;0,27;20,69
20160827;3,81;18,95
20160828;1,6;21,3
20160829;1,94;24,95
20160830;0,94;21,83
20160831;0,22;20,33
20160901;3,31;16,38
20160902;1,78;18
20160903;2,58;22,5
20160904;4,16;20,06
20160905;3,76;19,78
20160906;2,98;21,6
20160907;1,36;15,93
20160908;2,45;19,71
20160909;0,69;17,27
20160910;1,67;20,38
20160911;1,57;19,56
20160912;0,45;18,62
20160913;2,14;13,5
20160914;0,27;18,04
20160915;0,01;21,75
20160916;0;23,59
20160917;0,03;24,72
20160918;3,06;23,61
20160919;2,48;21,36
20160920;0,18;21,46
20160921;0,81;14,94
20160922;0,57;18,36
20160923;0,09;15,43
20160924;0;24,2
20160925;0,04;21,43
20160926;0,01;22,92
20160927;0,95;22,78
20160928;0,87;22,4
20160929;5,08;18,74
20160930;16,14;19,36
20161001;46,69;14,87
20161002;22,41;20,49
20161003;7,56;18,4
20161004;0,24;18,34
20161005;0,47;20,7
20161006;0,56;19,5
20161007;1,25;16,81
20161008;1,13;18,76
20161009;1,95;20,15
20161010;3,17;15,95
20161011;0,95;17,58
20161012;0,61;15,59
20161013;1,36;18,04
20161014;3,41;16,92
20161015;5,7;17,98
20161016;5,35;16,03
20161017;0,64;19,17
20161018;4,35;18,59
20161019;2,57;19,94
20161020;1,08;20,72
20161021;0,97;19,93
20161022;15,3;21,56
20161023;3,18;19,61
20161024;0,2;20,61
20161025;0;20,2
20161026;8,36;16,18
20161027;6,09;16,54
20161028;1,19;16,74
20161029;6,53;15,34
20161030;2,28;20,14
20161031;2,53;18,35
20161101;7,08;16,75
20161102;12,81;16,12
20161103;5,86;19,33
20161104;2,31;19,76
20161105;7,4;16,67
20161106;15,44;19,38
20161107;11,88;11,26
20161108;3,9;18,38
20161109;0,75;14,5
20161110;0,42;14,87
20161111;0,25;13,76
20161112;1,54;8,08
20161113;1,22;17,45
20161114;1,1;21,1
20161115;3,21;21,26
20161116;12,05;21,35
20161117;7,89;19,05
20161118;6,78;15,96
20161119;15,36;17,67
20161120;28,94;7,19
20161121;4,46;19,1
20161122;0,46;18,16
20161123;0,26;16,9
20161124;1,35;18,22
20161125;0,96;15,3
20161126;1,72;10,49
20161127;1,81;13,68
20161128;9,29;15,82
20161129;2,44;14,57
20161130;0,58;15,72
20161201;0,71;18,06
20161202;8,57;17,17
20161203;5,35;18,64
20161204;0;19,87
20161205;0,04;20,45
20161206;0,42;17,62
20161207;0,3;19,28
20161208;3,76;18,43
20161209;13,81;15,07
20161210;0,98;18,48
20161211;0,79;17,25
20161212;2,36;18,77
20161213;0,99;19,42
20161214;0,24;20,38
20161215;1,07;20,29
20161216;0,8;21,44
20161217;0,96;20,26
20161218;2,88;19,84
20161219;2,81;21,03
20161220;2,66;20,16
20161221;0,9;19,78
20161222;0,85;18,53
20161223;4,28;18,11
20161224;1,99;18,26
20161225;3,39;15,38
20161226;2,29;16,45
20161227;0,22;18,67
20161228;0,27;19,28
20161229;1,94;19,43
20161230;4,24;18,59
20161231;0,41;17,03
20170101;1,23;21,07
20170102;2,6;22,23
20170103;3,2;20,93
20170104;0;20,62
20170105;0;20,68
20170106;0,6;17,81
20170107;0,33;15,95
20170108;0,26;10,65
20170109;1,72;15,92
20170110;1,54;20,44
20170111;3,42;21,75
20170112;4,74;18,37
20170113;0,78;17,03
20170114;2,65;21,36
20170115;3,91;21,68
20170116;5,11;18,81
20170117;2,34;20,45
20170118;1,66;20,58
20170119;0,09;19,82
20170120;0,03;19,74
20170121;0,14;21,7
20170122;0,47;17,98
20170123;0;19,95
20170124;0,99;20,63
20170125;0,63;17,48
20170126;0,03;21,36
20170127;0,04;22,66
20170128;0;21
20170129;0;18,94
20170130;0,27;19,45
20170131;0,09;17,63
20170201;0,03;23,25
20170202;0;21,56
20170203;0,19;21,36
20170204;0,03;21,63
20170205;0;21,2
20170206;0;20,98
20170207;0,01;21,63
20170208;0,05;21,88
20170209;0,64;20,46
20170210;1,3;20,89
20170211;5,17;21,62
20170212;1,15;19,95
20170213;0,15;22,26
20170214;0,05;20,91
20170215;0;22,66
20170216;0,39;21,92
20170217;0,1;21,46
20170218;0;24,05
20170219;0;24,25
20170220;0;23,49
20170221;0;22,32
20170222;0;20,8
20170223;0,17;22,69
20170224;0,24;22,89
20170225;0;23,3
20170226;0;22,62
20170227;0,05;20,99
20170228;0,56;24,13
20170301;0,55;22,28
20170302;0,11;24,56
20170303;0,05;21,29
20170304;0;15,98
20170305;0,04;17,8
20170306;0,18;15,83
20170307;0,14;15,34
20170308;0,22;17,31
20170309;0,05;17,28
20170310;0,18;19,83
20170311;0,44;20,36
20170312;3,58;12,33
20170313;0,3;19,72
20170314;0;23,96
20170315;0,13;23,14
20170316;3,18;26,47
20170317;0,22;17,97
20170318;0;17,71
20170319;0;22,04
20170320;0;24,21
20170321;0,01;24,27
20170322;0,24;19,19
20170323;1,86;8,91
20170324;3,11;11,92
20170325;0,12;16,06
20170326;0,26;17,58
20170327;3,25;14,77
20170328;0,72;17,6
20170329;11,3;16,27
20170330;1,03;12,19
20170331;0,02;19,77
20170401;0;22,75
20170402;0;24,14
20170403;0;22,58
20170404;0;24,77
20170405;0;25,01
20170406;0;25,59
20170407;0;23
20170408;0,09;20,19
20170409;0,33;15,9
20170410;0,47;19,81
20170411;0;21,48
20170412;0;19,28
20170413;0,08;19,64
20170414;0,01;16,56
20170415;0,31;15,73
20170416;1,25;17
20170417;0,32;17,19
20170418;4,5;18,82
20170419;0,73;20,6
20170420;4,2;14,86
20170421;1,5;15,16
20170422;0;24,41
20170423;0,02;23,08
20170424;1,77;18,3
20170425;1,9;18,3
20170426;1,22;23,49
20170427;0,41;23,67
20170428;0,1;22,86
20170429;0,58;24,86
20170430;0,53;19,02
20170501;0,01;14,41
20170502;0;17,17
20170503;0,01;12,48
20170504;0,01;23,09
20170505;1,57;20,18
20170506;2,05;8,96
20170507;6,6;9,96
20170508;0,58;14,69
20170509;3,21;12,2
20170510;3,16;14,48
20170511;5,98;20,82
20170512;8,76;13,48
20170513;1,04;21,05
20170514;0,37;21,75
20170515;8,66;10,88
20170516;6,42;17,08
20170517;0,91;19,89
20170518;0,14;22,51
20170519;0;23,89
20170520;0;23,49
20170521;0;21,24
20170522;1,12;14,38
20170523;0,34;21,35
20170524;0,19;16,07
20170525;0,44;24,43
20170526;0,07;23,77
20170527;4,1;19,9
20170528;1,9;20,13
20170529;0,78;20,52
20170530;0,34;21,48
20170531;0,11;21,21
20170601;0,01;22,04
20170602;0;24,17
20170603;0,03;24,74
20170604;0,06;21,78
20170605;0,22;21,06
20170606;0,01;20,69
20170607;0,3;18,54
20170608;1,28;8,84
20170609;0,73;17,15
20170610;0,15;22,83
20170611;0,23;21,75
20170612;1,19;18,71
20170613;9,74;16,28
20170614;3,82;18,66
20170615;1,16;16,81
20170616;6,24;19,52
20170617;21,16;17,5
20170618;10,84;21,21
20170619;4,21;22,41
20170620;1,51;17,92
20170621;0,16;18,8
20170622;0,07;22,08
20170623;0,01;22,07
20170624;0,03;19,94
20170625;1,17;18,18
20170626;2,54;18,46
20170627;0,42;19,57
20170628;1,18;23,89
20170629;1,22;18,53
20170630;0,54;18,87
20170701;3;24,93
20170702;1,39;20,46
20170703;0,56;21,8
20170704;0,09;23,94
20170705;0,05;21,26
20170706;0,04;22,95
20170707;0,05;21,09
20170708;0,01;18,88
20170709;0,31;20,28
20170710;0,38;15,56
20170711;0,4;22,95
20170712;0,42;23,25
20170713;11,04;22,76
20170714;6,28;20,59
20170715;7,14;17,27
20170716;0,96;17,45
20170717;0,24;20,84
20170718;4,11;22,48
20170719;1,79;21,74
20170720;0,26;12,33
20170721;0,03;21
20170722;0;22,38
20170723;1,41;21,58
20170724;1,89;20,4
20170725;3,51;18,72
20170726;0,01;23,05
20170727;0,88;19,69
20170728;0,23;21,52
20170729;0,05;22,56
20170730;4,6;22,32
20170731;2,46;12,3
20170801;0,34;19,98
20170802;0,14;22,86
20170803;0,76;22,26
20170804;1,78;17,55
20170805;4,67;17,12
20170806;0,31;23,22
20170807;0,12;23
20170808;0,9;18,64
20170809;5,86;21,21
20170810;3,8;16,95
20170811;0,02;22,57
20170812;2,38;16,21
20170813;0,42;23,39
20170814;0,01;23,99
20170815;0,01;24,05
20170816;0,01;19,41
20170817;0,21;23,68
20170818;3,37;19,99
20170819;6,77;16,37
20170820;8,56;14,98
20170821;1,66;21,82
20170822;0,15;21,65
20170823;0,15;20,13
20170824;5,21;22,55
20170825;1,79;21,83
20170826;0,4;20,97
20170827;0,17;20,17
20170828;8,13;12,95
20170829;3,66;21,19
20170830;4,93;21,78
20170831;4,52;19,75
20170901;4,15;24,56
20170902;1,02;23,45
20170903;0,05;15,81
20170904;0,09;20,53
20170905;0,03;18,89
20170906;6,04;22,64
20170907;1,92;19,42
20170908;5,63;14,49
20170909;9,03;14,81
20170910;3,08;20,47
20170911;2,55;23,18
20170912;4,11;23,66
20170913;2,72;16,48
20170914;1,21;21,54
20170915;0,6;23,39
20170916;7,69;23,24
20170917;5,63;21,39
20170918;0,02;21,7
20170919;0;22,61
20170920;0,14;19,38
20170921;0,04;19,31
20170922;0,65;22,35
20170923;0,64;19,03
20170924;2,73;21,3
20170925;0,23;21,88
20170926;0,03;21,9
20170927;10,35;21,05
20170928;7,61;21,43
20170929;6,15;17,1
20170930;8,2;13,82
20171001;4,99;14,65
20171002;3,21;19,73
20171003;7,77;14,3
20171004;5,94;20,02
20171005;5,81;17,17
20171006;13,26;11,74
20171007;2,01;21,93
20171008;0,14;22,66
20171009;0,1;19,71
20171010;2,74;20,3
20171011;7,01;16,91
20171012;4,48;20,12
20171013;0,06;20,9
20171014;0,01;18,45
20171015;0,08;16,17
20171016;0,03;22,08
20171017;0,13;21,67
20171018;0,18;20,97
20171019;0,67;20,03
20171020;5,2;19,75
20171021;0,62;18,88
20171022;0,01;19,6
20171023;2,23;18,75
20171024;10,76;19,24
20171025;2,84;18,94
20171026;0,44;13,34
20171027;0,22;21,44
20171028;9,09;14,54
20171029;11,01;4,92
20171030;0,47;21,03
20171031;0,23;21,74
20171101;0;22,9
20171102;0;22,41
20171103;0,39;19,85
20171104;0,25;18,5
20171105;0,2;15,02
20171106;0,85;17,03
20171107;0,17;16,98
20171108;0,38;18,4
20171109;11,49;15,52
20171110;11,37;9,02
20171111;2,02;17,48
20171112;0,02;19,17
20171113;5,02;18,55
20171114;7,55;14,11
20171115;2,35;13,61
20171116;14,27;18,68
20171117;6,65;9,92
20171118;9,61;10,17
20171119;5,33;14,94
20171120;6,69;16,31
20171121;1,93;17,62
20171122;0,06;19,11
20171123;0;18,25
20171124;0,7;16,43
20171125;1,26;16,9
20171126;0,26;19,17
20171127;0;20,27
20171128;0,04;20,05
20171129;0,09;19,61
20171130;0,11;17,95
20171201;0,05;20,12
20171202;0,05;17,04
20171203;0,02;16,57
20171204;0,28;17,93
20171205;0,14;19,23
20171206;0,03;20,63
20171207;0,02;19,81
20171208;1,37;18,48
20171209;1,38;18,96
20171210;0,94;19,13
20171211;0;20,95
20171212;0,01;21,51
20171213;0,18;21,26
20171214;3,46;18,76
20171215;0,29;19,88
20171216;0,44;21,99
20171217;0,49;20,26
20171218;2,58;19,68
20171219;0,4;20,84
20171220;0,28;20,34
20171221;0,01;20,69
20171222;0,57;19,91
20171223;0,62;20,27
20171224;0,43;20,28
20171225;0,34;21,05
20171226;1,24;20,08
20171227;0,52;16,98
20171228;0,13;17
20171229;0,51;16,68
20171230;1,5;16,03
20171231;0,34;16,42
20180101;0,71;14,03
20180102;0,48;13,57
20180103;0,19;18,33
20180104;2,15;16,58
20180105;2,18;16,61
20180106;0,01;21,23
20180107;0,05;16,77
20180108;0,01;18,7
20180109;0;19,16
20180110;0;19,17
20180111;0;20,13
20180112;4,73;19,28
20180113;3,22;16,87
20180114;0,12;19,86
20180115;0,32;20,83
20180116;0,3;15,23
20180117;0,15;18,3
20180118;0,04;15,07
20180119;0,15;18
20180120;0;20,7
20180121;0,02;20,4
20180122;0,04;21,86
20180123;0;19,6
20180124;0;19,23
20180125;0,02;21,69
20180126;0,17;21,33
20180127;0,21;21,97
20180128;0,41;22,56
20180129;0,58;22,35
20180130;0,6;21,9
20180131;0,37;22,06
20180201;0,01;21,25
20180202;0,01;20,28
20180203;0,01;22,26
20180204;0,02;21,36
20180205;0,2;20,95
20180206;4,04;22,15
20180207;0,86;24,25
20180208;5,51;21,23
20180209;0,64;19,01
20180210;0,09;20,5
20180211;0;23,06
20180212;0,04;23,18
20180213;1;23,93
20180214;1,18;22,85
20180215;1,06;19,86
20180216;0,39;19,94
20180217;0,21;22,46
20180218;0,06;23,88
20180219;0,02;24,74
20180220;0,31;25,21
20180221;0,53;23,6
20180222;1,2;24,29
20180223;1,06;23,91
20180224;0,59;22,76
20180225;0,2;23,71
20180226;0,08;23,42
20180227;0;21,94
20180228;0,01;23,69
20180301;0,04;24,7
20180302;0,01;24,94
20180303;0,01;23,22
20180304;0,22;21,67
20180305;0,15;22,58
20180306;0,08;13,88
20180307;0;19,83
20180308;1,03;20,43
20180309;0,21;24,12
20180310;0;24,75
20180311;0;24,27
20180312;0;25,55
20180313;0;24,25
20180314;6,29;24,28
20180315;4,07;22,26
20180316;0,01;23,13
20180317;0;23,27
20180318;0;21,86
20180319;0;24
20180320;0;26,14
20180321;0;20,02
20180322;0,06;21,49
20180323;0,26;15,96
20180324;0,29;24,77
20180325;0,11;23,61
20180326;0,55;22,55
20180327;0,68;21,25
20180328;0,32;24,31
20180329;0,03;21,95
20180330;1,21;21,1
20180331;0,64;19,79
20180401;0,28;14,31
20180402;0;16,18
20180403;0,01;17,46
20180404;0,3;18,66
20180405;1,6;20,21
20180406;0,11;21,64
20180407;0;22,79
20180408;0;24,54
20180409;0;21,6
20180410;0,11;24
20180411;1,33;23,28
20180412;3,85;23,3
20180413;0,26;24,51
20180414;0;20,49
20180415;0,02;20,44
20180416;3,34;23,21
20180417;11,21;20,23
20180418;0,13;12,79
20180419;0,17;13,31
20180420;0,05;16,15
20180421;0;22,3
20180422;0,01;16,64
20180423;0;20,38
20180424;0,73;21,78
20180425;0,27;20,71
20180426;0;19,18
20180427;0,28;12,74
20180428;0;20,14
20180429;0,09;18,42
20180430;0,2;20,91
20180501;0,55;18,96
20180502;0,07;19,5
20180503;5,62;19,17
20180504;1,18;14,27
20180505;0,93;11,49
20180506;3,3;16,8
20180507;4,9;9,17
20180508;5,73;14,72
20180509;0,65;17,8
20180510;5,53;17,31
20180511;13,54;20,14
20180512;2,59;23,56
20180513;0,31;19,38
20180514;0,61;17,88
20180515;0,74;11,33
20180516;0;22,81
20180517;0;20,18
20180518;0,16;20,29
20180519;0,38;15,2
20180520;0,42;19,16
20180521;2,75;16,83
20180522;1,61;18,66
20180523;0,22;20,62
20180524;0,26;19,86
20180525;0,11;19,11
20180526;0,64;22,84
20180527;1,08;21,28
20180528;9,02;19,58
20180529;1,99;24,02
20180530;0,06;23,51
20180531;0;24,62
20180601;0,09;24,26
20180602;0,26;15,83
20180603;1,12;16,64
20180604;0,25;23,97
20180605;0,27;22,3
20180606;0,93;23,81
20180607;0,1;20,62
20180608;0;23,08
20180609;0;22,75
20180610;1,03;17,57
20180611;5,2;12,56
20180612;0,82;16,27
20180613;0,22;21,12
20180614;0,81;12,53
20180615;0,03;22,73
20180616;0,38;24,56
20180617;2,37;23,12
20180618;2,3;18,2
20180619;3,04;16,48
20180620;0,11;20,54
20180621;0,5;21,96
20180622;3,1;21,87
20180623;23,72;21,34
20180624;15,82;17,12
20180625;0,98;16,38
20180626;0,57;19,76
20180627;0,08;22,99
20180628;0,31;20,78
20180629;2,02;21,47
20180630;0,25;23,71
20180701;9,74;12,9
20180702;0,63;21,69
20180703;0,53;19,99
20180704;0,12;23,96
20180705;0;24,73
20180706;0;24,55
20180707;0;24,86
20180708;0;23,55
20180709;0;20,74
20180710;1,11;22,8
20180711;2,16;23,89
20180712;0,15;24,55
20180713;0,03;21,68
20180714;0,57;21,14
20180715;0,4;22,69
20180716;0,01;23,48
20180717;0;22,58
20180718;0,58;24,29
20180719;1,37;20,29
20180720;0,23;23,01
20180721;11,51;20,79
20180722;6,12;21,11
20180723;9,71;23,05
20180724;1,27;20,55
20180725;2,93;18,54
20180726;4,38;22,42
20180727;1,46;16,61
20180728;0,04;18,2
20180729;0,31;15,89
20180730;0,14;24,39
20180731;0,34;14,7
20180801;0,09;22,09
20180802;0,88;20,91
20180803;4,73;19,96
20180804;0,88;24,84
20180805;2,08;21,38
20180806;0,03;24,85
20180807;0;25,05
20180808;2,55;18,24
20180809;2,42;23,74
20180810;0,2;23,27
20180811;0;24,19
20180812;0,68;22,25
20180813;0,47;24,15
20180814;1,89;17,91
20180815;0,15;16,62
20180816;0,07;22,33
20180817;0,08;22,38
20180818;1,62;22,55
20180819;1,31;24,69
20180820;0,12;23,24
20180821;0,31;23,31
20180822;0,23;23,76
20180823;0,07;22,67
20180824;0;19,59
20180825;0,35;20,73
20180826;1,93;18,69
20180827;0,98;23,43
20180828;0,17;22,99
20180829;0,08;22,83
20180830;4,33;19,67
20180831;1,78;19,26
20180901;0,47;23,35
20180902;0;23,71
20180903;0;23,22
20180904;4,16;8,76
20180905;5,55;18,07
20180906;7,34;14,91
20180907;6,44;19,03
20180908;0,39;23,18
20180909;0,59;22,82
20180910;0,93;23,5
20180911;0,8;23,26
20180912;1,45;17,5
20180913;5,52;19,37
20180914;1,5;21,31
20180915;3,55;22,43
20180916;1,38;19,44
20180917;28,09;18,19
20180918;11,61;24,84
20180919;1,23;21,37
20180920;0,68;20,59
20180921;0,14;20
20180922;1,15;16,78
20180923;0,69;20,09
20180924;2,39;13,51
20180925;3,58;17,42
20180926;2,39;18,02
20180927;4,23;17,04
20180928;4,18;7,6
20180929;2,35;17,8
20180930;2,75;10,58
20181001;4,56;18,14
20181002;2,46;14,4
20181003;9,74;17,21
20181004;10,71;21,32
20181005;5,34;19,63
20181006;1,11;18,5
20181007;0,75;21,35
20181008;0,47;19,85
20181009;10,26;16,12
20181010;4,98;16,68
20181011;4,84;15,92
20181012;22,46;16,05
20181013;18,64;18,73
20181014;9,62;19,2
20181015;0,44;19,99
20181016;0,12;20,02
20181017;0,54;23,32
20181018;2,21;19,63
20181019;5,03;12,83
20181020;9,35;15,44
20181021;10,79;18,21
20181022;5,75;8,37
20181023;0,42;19,7
20181024;5,39;20,79
20181025;1,91;18,7
20181026;0,87;18,13
20181027;0;19,78
